timestamp,elapsed_s,sent_bytes,sent_pkts,dropped,overlimits,backlog_bytes,backlog_pkts
1919.726,39.252,45886758,30315,342,79443,1454954,961
1919.826,39.352,46010906,30397,342,79650,1457982,963
1919.927,39.452,46136568,30480,342,79861,1465552,968
1920.027,39.552,46262230,30563,342,80070,1467066,969
1920.127,39.652,46387892,30646,342,80280,1473122,973
1920.227,39.752,46512040,30728,342,80488,1477664,976
1920.327,39.852,46637702,30811,342,80697,,
1920.427,39.952,46763364,30894,342,80907,1485234,981
1920.527,40.052,46889026,30977,342,81117,1489776,984
1920.627,40.153,47013174,31059,342,81325,1495832,988
1920.728,40.253,47138836,31142,342,81536,1503402,993
1920.828,40.353,47262984,31224,342,81744,1509458,997
1920.928,40.453,47388646,31307,343,81956,,
1921.028,40.553,47514308,31390,348,82166,1512486,999
1921.128,40.653,47638456,31472,352,82374,1512486,999
1921.228,40.753,47764118,31555,357,82586,,
1921.328,40.853,47889780,31638,361,82795,1512486,999
1921.428,40.954,48013928,31720,366,83005,1514000,1000
1921.529,41.054,48139590,31803,371,83216,1514000,1000
1921.629,41.154,48265252,31886,376,83427,1514000,1000
1921.729,41.254,48389400,31968,382,83636,1514000,1000
1921.829,41.354,48515062,32051,387,83847,1512486,999
1921.929,41.454,48640724,32134,393,84059,1514000,1000
1922.029,41.554,48766386,32217,398,84269,1512486,999
1922.129,41.654,48890534,32299,404,84478,1512486,999
1922.229,41.755,49016196,32382,407,84697,1495832,988
1922.329,41.855,49141858,32465,407,84922,1459496,964
1922.430,41.955,49266006,32547,407,85143,1421646,939
1922.530,42.055,49391668,32630,407,85367,1383796,914
1922.630,42.155,49515816,32712,407,85589,1347460,890
1922.730,42.255,49641478,32795,407,85813,1309610,865
1922.830,42.355,49767140,32878,407,86036,1270246,839
1922.930,42.455,49892802,32961,407,86260,1232396,814
1923.030,42.556,50015436,33042,407,86480,1197574,791
1923.130,42.656,50141098,33125,407,86704,1159724,766
1923.231,42.756,50266760,33208,407,86927,1121874,741
1923.331,42.856,50392422,33291,407,87159,1096136,724
1923.431,42.956,50518084,33374,407,87408,1096136,724
1923.531,43.056,50642232,33456,407,87658,1109762,733
1923.631,43.156,50767894,33539,407,87907,1109762,733
1923.731,43.256,50893556,33622,407,88155,1108248,732
1923.831,43.357,51017704,33704,407,88403,1111276,734
1923.931,43.457,51143366,33787,407,88652,1111276,734
1924.032,43.557,51269028,33870,407,88900,1109762,733
1924.132,43.657,51393176,33952,407,89146,1109762,733
1924.232,43.757,51518838,34035,407,89395,1109762,733
1924.332,43.857,51644500,34118,407,89644,1109762,733
1924.432,43.957,51768648,34200,407,89865,1109762,733
1924.532,44.057,51892796,34282,407,90072,1112790,735
1924.632,44.158,52018458,34365,407,90283,1120360,740
1924.732,44.258,52144120,34448,407,90493,1124902,743
1924.833,44.358,52269782,34531,407,90704,1132472,748
1924.933,44.458,52393930,34613,407,90912,1138528,752
1925.033,44.558,52519592,34696,407,91123,1146098,757
1925.133,44.658,52645254,34779,407,91334,1153668,762
1925.233,44.758,52770916,34862,407,91546,1164266,769
1925.333,44.858,52895064,34944,407,91755,1173350,775
1925.433,44.959,53020726,35027,407,91967,1183948,782
1925.533,45.059,53146388,35110,407,92178,1193032,788
1925.634,45.159,53270536,35192,407,92387,1200602,793
1925.734,45.259,53396198,35275,407,92599,1212714,801
1925.834,45.359,53520346,35357,407,92809,1224826,809
1925.934,45.459,53646008,35440,407,93021,1235424,816
1926.034,45.559,53771670,35523,407,93232,1242994,821
1926.134,45.659,53895818,35605,407,93442,1253592,828
1926.234,45.760,54021480,35688,407,93654,1265704,836
1926.334,45.860,54147142,35771,407,93865,1271760,840
1926.435,45.960,54271290,35853,407,94074,1282358,847
1926.535,46.060,54396952,35936,407,94286,1292956,854
1926.635,46.160,54522614,36019,407,94497,1300526,859
1926.735,46.260,54648276,36102,407,94709,1311124,866
1926.835,46.360,54772424,36184,407,94919,1321722,873
1926.935,46.460,54898086,36267,407,95129,1327778,877
1927.035,46.561,55023748,36350,407,95341,,
1927.135,46.661,55147896,36432,407,95550,1347460,890
1927.236,46.761,55273558,36515,407,95761,1353516,894
1927.336,46.861,55397706,36597,407,95970,1364114,901
1927.436,46.961,55523368,36680,407,96182,1374712,908
1927.536,47.061,55649030,36763,407,96393,1380768,912
1927.636,47.161,55773178,36845,407,96602,1389852,918
1927.736,47.261,55898840,36928,407,96814,1398936,924
1927.836,47.361,56024502,37011,407,97024,1403478,927
1927.936,47.462,56148650,37093,407,97233,1412562,933
1928.037,47.562,56274312,37176,407,97444,1420132,938
1928.137,47.662,56399974,37259,407,97654,1424674,941
1928.237,47.762,56524122,37341,407,97864,1436786,949
1928.337,47.862,56649784,37424,407,98075,1444356,954
1928.437,47.962,56775446,37507,407,98286,1448898,957
1928.537,48.062,56899594,37589,407,98493,1453440,960
1928.637,48.162,57025256,37672,407,98704,1461010,965
1928.737,48.262,57149404,37754,407,98913,1467066,969
1928.837,48.363,57275066,37837,407,99124,1473122,973
1928.938,48.463,57400728,37920,407,99333,1476150,975
1929.038,48.563,57524876,38002,407,99542,1485234,981
1929.138,48.663,57650538,38085,407,99753,1492804,986
1929.238,48.763,57776200,38168,407,99962,1494318,987
1929.338,48.863,57901862,38251,407,100173,1501888,992
1929.438,48.963,58027524,38334,407,100383,1506430,995
1929.538,49.064,58151672,38416,407,100591,1512486,999
1929.638,49.164,58275820,38498,407,100799,,
1929.739,49.264,58401482,38581,410,101008,1514000,1000
1929.839,49.364,58527144,38664,414,101219,,
1929.939,49.464,58652806,38747,417,101429,1514000,1000
1930.039,49.564,58776954,38829,419,101636,1514000,1000
1930.139,49.664,58902616,38912,422,101846,,
1930.239,49.764,59028278,38995,425,102056,1514000,1000
1930.339,49.865,59152426,39077,427,102263,1514000,1000
1930.439,49.965,59278088,39160,429,102472,1514000,1000
1930.540,50.065,59403750,39243,431,102681,1512486,999
1930.640,50.165,59527898,39325,434,102889,,
1930.740,50.265,59653560,39408,436,103098,1514000,1000
1930.840,50.365,59777708,39490,438,103306,,
1930.940,50.465,59903370,39573,440,103521,1503402,993
1931.040,50.565,60029032,39656,440,103745,1465552,968
1931.140,50.666,60154694,39739,440,103969,1427702,943
1931.240,50.766,60280356,39822,440,104192,1388338,917
1931.341,50.866,60404504,39904,440,104414,1352002,893
1931.441,50.966,60530166,39987,440,104638,1314152,868
1931.541,51.066,60655828,40070,440,104862,1276302,843
1931.641,51.166,60779976,40152,440,105084,1239966,819
1931.741,51.266,60905638,40235,440,105308,1202116,794
1931.841,51.366,61029786,40317,440,105529,1164266,769
1931.941,51.467,61155448,40400,440,105753,1126416,744
1932.041,51.567,61281110,40483,440,105977,1088566,719
1932.142,51.667,61405258,40565,440,106212,1071912,708
1932.242,51.767,61530920,40648,440,106462,1074940,710
1932.342,51.867,61655068,40730,440,106708,1074940,710
1932.442,51.967,61780730,40813,440,106957,1074940,710
